row_id,side,role,term,gold_snomed_id,gold_concept_term,pred_snomed_id,pred_concept_term,hit,gt_rank,gold_absence_stage,gold_in_initial_results,gold_in_allowed_domain,gold_in_truncated_set,gold_in_final_ranked,gold_filter_reasons,num_ranked_to_gt,rank_chain_to_gt,top10_chain
t1_row_01,condition,ClinicalCondition,Use of anticoagulation,260678004,Use of anticoagulation (attribute),260678004,Use of anticoagulation (attribute),1,1,rescue_override,,,,,,1,1:260678004:Use of anticoagulation (attribute):1.0,1:260678004:Use of anticoagulation (attribute):1.0
t1_row_01,condition,ClinicalCondition,Indication of,230165009,Indication of (contextual qualifier) (qualifier value),230165009,Indication of (contextual qualifier) (qualifier value),1,1,rescue_override,,,,,,1,1:230165009:Indication of (contextual qualifier) (qualifier value):1.0,1:230165009:Indication of (contextual qualifier) (qualifier value):1.0
t1_row_01,condition,Procedure,Percutaneous coronary revascularization,415070008,Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure),415070008,Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure),1,1,rescue_override,,,,,,1,1:415070008:Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure):1.0,1:415070008:Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure):1.0
t1_row_01,condition,ClinicalCondition,Finding of increased risk level,1255670000,Finding of increased risk level (finding),1255670000,Finding of increased risk level (finding),1,1,,,,,,,1,1:1255670000:Finding of increased risk level (finding):1.0,1:1255670000:Finding of increased risk level (finding):1.0 | 2:45704003:At increased risk for noncompliance (finding):0.8455843024229515 | 3:42427004:At increased risk for suffocation (finding):0.8022448979591834 | 4:78648007:At increased risk for infection (finding):0.8022448979591834 | 5:39623008:At increased risk for poisoning injury (finding):0.7922448979591834 | 6:8317005:At increased risk for deficient parenting (finding):0.7922448979591834 | 7:38369006:At increased risk for cognitive impairment (finding):0.7922448979591834 | 8:70693003:At increased risk for impaired skin integrity (finding):0.7922448979591834 | 9:50048006:At increased risk for deficient fluid volume (finding):0.7872448979591834 | 10:41775005:At increased risk for impaired home maintenance management (finding):0.7872448979591834
t1_row_01,condition,ClinicalCondition,Myocardial ischemia,414795007,Myocardial ischemia (disorder),32598000,Acute ischemic heart disease (disorder),0,4,,,,,,,4,1:32598000:Acute ischemic heart disease (disorder):1.0 | 2:41702007:Coronary atherosclerosis (disorder):1.0 | 3:84537008:Chronic ischemic heart disease (disorder):1.0 | 4:414795007:Myocardial ischemia (disorder):1.0,1:32598000:Acute ischemic heart disease (disorder):1.0 | 2:41702007:Coronary atherosclerosis (disorder):1.0 | 3:84537008:Chronic ischemic heart disease (disorder):1.0 | 4:414795007:Myocardial ischemia (disorder):1.0 | 5:413844008:Chronic myocardial ischemia (disorder):1.0 | 6:233822007:Myocardial ischaemia (disorder):1.0 | 7:142024004:ECG: myocardial ischaemia NOS (finding):1.0 | 8:142022000:ECG: no myocardial ischaemia (finding):1.0 | 9:142021007:ECG: myocardial ischaemia (finding):1.0 | 10:194852007:Chronic myocardial ischaemia (disorder):1.0
t1_row_01,condition,ClinicalCondition,At high risk for bleeding,711536002,At high risk for bleeding (finding),711536002,At high risk for bleeding (finding),1,1,,,,,,,1,1:711536002:At high risk for bleeding (finding):1.0,1:711536002:At high risk for bleeding (finding):1.0 | 2:15508007:High risk of (contextual qualifier) (qualifier value):0.7049382716049383 | 3:102947004:High risk sexual behavior (finding):0.5376543209876543 | 4:47200007:High risk pregnancy (finding):0.5376543209876543 | 5:123104003:High risk of (qualifier value):0.5276543209876543 | 6:138911008:H/O: high risk medication (situation):0.4976543209876543 | 7:138919005:H/O: high risk medication NOS (situation):0.4976543209876543 | 8:23154005:Diastolic arterial pressure above reference range (finding):0.36839506172839503 | 9:18050000:Systolic arterial pressure above reference range (finding):0.36839506172839503 | 10:3947004:High oxygen affinity hemoglobin polycythemia (disorder):0.36839506172839503
t1_row_01,action,Medication,Drug therapy with explicit context,1290126002,Drug therapy with explicit context (situation),1290126002,Drug therapy with explicit context (situation),1,1,rescue_override,,,,,,1,1:1290126002:Drug therapy with explicit context (situation):1.0,1:1290126002:Drug therapy with explicit context (situation):1.0
t1_row_01,action,Medication,Platelet aggregation inhibitor therapy,840595002,Platelet aggregation inhibitor therapy (procedure),840595002,Platelet aggregation inhibitor therapy (procedure),1,1,,,,,,,1,1:840595002:Platelet aggregation inhibitor therapy (procedure):1.0,1:840595002:Platelet aggregation inhibitor therapy (procedure):1.0 | 2:840597005:Long term dual platelet aggregation inhibitor therapy indicated (situation):1.0 | 3:11281000175101:Platelet aggregation inhibitor therapy declined (situation):1.0 | 4:840596001:History of platelet aggregation inhibitor therapy (situation):1.0 | 5:840598000:Platelet aggregation inhibitor therapy contraindicated (situation):1.0 | 6:8991000175100:Platelet aggregation inhibitor therapy contraindication (observable entity):1.0 | 7:771452004:Substance with platelet aggregation inhibitor mechanism of action (substance):1.0 | 8:771451006:Platelet aggregation inhibitor (disposition):1.0 | 9:840590007:Administration of prophylactic platelet aggregation inhibitor (procedure):1.0 | 10:773388004:Product containing platelet aggregation inhibitor (product):1.0
t1_row_02,condition,ClinicalCondition,Chronic ischemic heart disease,413838009,Chronic ischemic heart disease (disorder),413838009,Chronic ischemic heart disease (disorder),1,2,,,,,,,2,1:84537008:Chronic ischemic heart disease (disorder):1.0 | 2:413838009:Chronic ischemic heart disease (disorder):1.0,1:84537008:Chronic ischemic heart disease (disorder):1.0 | 2:413838009:Chronic ischemic heart disease (disorder):1.0 | 3:266290000:Heart disease: [arteriosclerotic] or [chronic ischaemic NOS] (disorder):1.0 | 4:155315001:Heart disease: [arteriosclerotic] or [chronic ischaemic NOS] (disorder):1.0 | 5:155318004:Chronic ischaemic heart disease NOS (disorder):1.0 | 6:266291001:Chronic ischemic heart disease NOS (disorder):1.0 | 7:194840000:Other chronic ischemic heart disease (disorder):1.0 | 8:194854008:Other chronic ischemic heart disease NOS (disorder):1.0 | 9:195544005:[X]Other forms of chronic ischemic heart disease (disorder):1.0 | 10:194851000:Other specified chronic ischemic heart disease (disorder):1.0
t1_row_02,condition,ClinicalCondition,Use of anticoagulation,260678004,Use of anticoagulation (attribute),260678004,Use of anticoagulation (attribute),1,1,rescue_override,,,,,,1,1:260678004:Use of anticoagulation (attribute):1.0,1:260678004:Use of anticoagulation (attribute):1.0
t1_row_02,condition,ClinicalCondition,Indication of,230165009,Indication of (contextual qualifier) (qualifier value),230165009,Indication of (contextual qualifier) (qualifier value),1,1,rescue_override,,,,,,1,1:230165009:Indication of (contextual qualifier) (qualifier value):1.0,1:230165009:Indication of (contextual qualifier) (qualifier value):1.0
t1_row_02,condition,Procedure,Finding of increased risk level,1255670000,Finding of increased risk level (finding),1255670000,Finding of increased risk level (finding),1,1,,,,,,,1,1:1255670000:Finding of increased risk level (finding):1.0,1:1255670000:Finding of increased risk level (finding):1.0 | 2:45704003:At increased risk for noncompliance (finding):0.8355843024229515 | 3:42427004:At increased risk for suffocation (finding):0.7922448979591834 | 4:78648007:At increased risk for infection (finding):0.7922448979591834 | 5:39623008:At increased risk for poisoning injury (finding):0.7822448979591834 | 6:8317005:At increased risk for deficient parenting (finding):0.7822448979591834 | 7:38369006:At increased risk for cognitive impairment (finding):0.7822448979591834 | 8:70693003:At increased risk for impaired skin integrity (finding):0.7822448979591834 | 9:50048006:At increased risk for deficient fluid volume (finding):0.7772448979591834 | 10:41775005:At increased risk for impaired home maintenance management (finding):0.7772448979591834
t1_row_02,condition,Procedure,Placement of stent in coronary artery,36969009,Placement of stent in coronary artery (procedure),36969009,Placement of stent in coronary artery (procedure),1,1,,,,,,,1,1:36969009:Placement of stent in coronary artery (procedure):1.0,"1:36969009:Placement of stent in coronary artery (procedure):1.0 | 2:726011000:Placement of stent in coronary artery bypass graft (procedure):1.0 | 3:130541000119100:History of placement of stent in coronary artery bypass graft (situation):1.0 | 4:103716009:Placement of stent (procedure):0.9146341463414633 | 5:38544005:Placement of choledochal stent (procedure):0.8946341463414633 | 6:29952004:Percutaneous placement of gastrostomy tube (procedure):0.4629268292682927 | 7:29967000:Echography, scan B-mode for placement of radiation fields (procedure):0.4579268292682927 | 8:12749000:Radiologic guidance for percutaneous placement of enteroclysis tube (procedure):0.4549268292682927 | 9:33250001:Upper gastrointestinal endoscopy for directed placement of percutaneous gastrostomy tube (procedure):0.45149825783972125 | 10:103717000:Manipulation of stent (procedure):0.3017073170731707"
t1_row_02,action,Medication,Prasugrel,443129001,Prasugrel (substance),1149423007,Prasugrel besilate (substance),0,2,,,,,,,2,1:1149423007:Prasugrel besilate (substance):1.0 | 2:443129001:Prasugrel (substance):1.0,1:1149423007:Prasugrel besilate (substance):1.0 | 2:443129001:Prasugrel (substance):1.0 | 3:443088009:Product containing precisely prasugrel 5 milligram/1 each conventional release oral tablet (clinical drug):1.0 | 4:443469008:Product containing precisely prasugrel 10 milligram/1 each conventional release oral tablet (clinical drug):1.0 | 5:783368008:Product containing precisely prasugrel (as prasugrel hydrochloride) 10 milligram/1 each conventional release oral tablet (clinical drug):1.0 | 6:1149422002:Product containing precisely prasugrel (as prasugrel besilate) 10 milligram/1 each conventional release oral tablet (clinical drug):1.0 | 7:1217508004:Prasugrel hydrobromide (substance):1.0 | 8:735166002:Prasugrel hydrochloride (substance):1.0 | 9:780274006:Product containing only prasugrel in oral dose form (medicinal product form):1.0 | 10:443312008:Product containing prasugrel (medicinal product):1.0
t1_row_02,action,Medication,Ticagrelor,698805004,Ticagrelor (substance),698805004,Ticagrelor (substance),1,1,,,,,,,1,1:698805004:Ticagrelor (substance):1.0,1:698805004:Ticagrelor (substance):1.0 | 2:704465002:Product containing precisely ticagrelor 90 milligram/1 each conventional release oral tablet (clinical drug):1.0 | 3:777766002:Product containing only ticagrelor (medicinal product):1.0 | 4:768197009:Product containing ticagrelor in oral dose form (medicinal product form):1.0 | 5:1179440007:Product containing precisely ticagrelor 90 milligram/1 each conventional release orodispersible tablet (clinical drug):1.0 | 6:704464003:Product containing ticagrelor (medicinal product):1.0 | 7:780632009:Product containing only ticagrelor in oral dose form (medicinal product form):1.0 | 8:1179441006:Product containing ticagrelor in oromucosal dose form (medicinal product form):1.0 | 9:1179442004:Product containing only ticagrelor in oromucosal dose form (medicinal product form):1.0 | 10:1010542009:Product containing precisely ticagrelor 60 milligram/1 each conventional release oral tablet (clinical drug):1.0
t1_row_03,condition,ClinicalCondition,Chronic ischemic heart disease,413838009,Chronic ischemic heart disease (disorder),413838009,Chronic ischemic heart disease (disorder),1,2,,,,,,,2,1:84537008:Chronic ischemic heart disease (disorder):1.0 | 2:413838009:Chronic ischemic heart disease (disorder):1.0,1:84537008:Chronic ischemic heart disease (disorder):1.0 | 2:413838009:Chronic ischemic heart disease (disorder):1.0 | 3:266290000:Heart disease: [arteriosclerotic] or [chronic ischaemic NOS] (disorder):1.0 | 4:155315001:Heart disease: [arteriosclerotic] or [chronic ischaemic NOS] (disorder):1.0 | 5:155318004:Chronic ischaemic heart disease NOS (disorder):1.0 | 6:266291001:Chronic ischemic heart disease NOS (disorder):1.0 | 7:194840000:Other chronic ischemic heart disease (disorder):1.0 | 8:194854008:Other chronic ischemic heart disease NOS (disorder):1.0 | 9:195544005:[X]Other forms of chronic ischemic heart disease (disorder):1.0 | 10:194851000:Other specified chronic ischemic heart disease (disorder):1.0
t1_row_03,condition,ClinicalCondition,Use of anticoagulation,260678004,Use of anticoagulation (attribute),260678004,Use of anticoagulation (attribute),1,1,rescue_override,,,,,,1,1:260678004:Use of anticoagulation (attribute):1.0,1:260678004:Use of anticoagulation (attribute):1.0
t1_row_03,condition,ClinicalCondition,Indication of,230165009,Indication of (contextual qualifier) (qualifier value),230165009,Indication of (contextual qualifier) (qualifier value),1,1,rescue_override,,,,,,1,1:230165009:Indication of (contextual qualifier) (qualifier value):1.0,1:230165009:Indication of (contextual qualifier) (qualifier value):1.0
t1_row_03,condition,Procedure,Percutaneous coronary revascularization,415070008,Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure),415070008,Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure),1,1,rescue_override,,,,,,1,1:415070008:Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure):1.0,1:415070008:Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure):1.0
t1_row_03,action,Medication,Aspirin,387458008,Aspirin (substance),387458008,Aspirin (substance),1,1,,,,,,,1,1:387458008:Aspirin (substance):1.0,1:387458008:Aspirin (substance):1.0 | 2:717854002:Aspirin therapy (procedure):1.0 | 3:99875004:ASPIRIN 60 GRAIN (product):1.0 | 4:99877007:ASPIRIN BOLUSES (product):1.0 | 5:99878002:ASPIRIN TABLETS PRODUCT (product):1.0 | 6:134394002:Aspirin not indicated (situation):1.0 | 7:135800003:Aspirin indicated (situation):1.0 | 8:151190005:Over the counter aspirin therapy (procedure):1.0 | 9:151215005:Salicylate prophylaxis &/or aspirin IHD (procedure):1.0 | 10:182909007:Over the counter aspirin therapy (procedure):1.0
t1_row_04,condition,ClinicalCondition,Chronic ischemic heart disease,413838009,Chronic ischemic heart disease (disorder),413838009,Chronic ischemic heart disease (disorder),1,2,,,,,,,2,1:84537008:Chronic ischemic heart disease (disorder):1.0 | 2:413838009:Chronic ischemic heart disease (disorder):1.0,1:84537008:Chronic ischemic heart disease (disorder):1.0 | 2:413838009:Chronic ischemic heart disease (disorder):1.0 | 3:266290000:Heart disease: [arteriosclerotic] or [chronic ischaemic NOS] (disorder):1.0 | 4:155315001:Heart disease: [arteriosclerotic] or [chronic ischaemic NOS] (disorder):1.0 | 5:155318004:Chronic ischaemic heart disease NOS (disorder):1.0 | 6:266291001:Chronic ischemic heart disease NOS (disorder):1.0 | 7:194840000:Other chronic ischemic heart disease (disorder):1.0 | 8:194854008:Other chronic ischemic heart disease NOS (disorder):1.0 | 9:195544005:[X]Other forms of chronic ischemic heart disease (disorder):1.0 | 10:194851000:Other specified chronic ischemic heart disease (disorder):1.0
t1_row_04,condition,ClinicalCondition,Use of anticoagulation,260678004,Use of anticoagulation (attribute),260678004,Use of anticoagulation (attribute),1,1,rescue_override,,,,,,1,1:260678004:Use of anticoagulation (attribute):1.0,1:260678004:Use of anticoagulation (attribute):1.0
t1_row_04,condition,ClinicalCondition,Indication of,230165009,Indication of (contextual qualifier) (qualifier value),230165009,Indication of (contextual qualifier) (qualifier value),1,1,rescue_override,,,,,,1,1:230165009:Indication of (contextual qualifier) (qualifier value):1.0,1:230165009:Indication of (contextual qualifier) (qualifier value):1.0
t1_row_04,condition,Procedure,Percutaneous coronary revascularization,415070008,Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure),415070008,Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure),1,1,rescue_override,,,,,,1,1:415070008:Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure):1.0,1:415070008:Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure):1.0
t1_row_04,action,Medication,Aspirin,387458008,Aspirin (substance),387458008,Aspirin (substance),1,1,,,,,,,1,1:387458008:Aspirin (substance):1.0,1:387458008:Aspirin (substance):1.0 | 2:717854002:Aspirin therapy (procedure):1.0 | 3:99875004:ASPIRIN 60 GRAIN (product):1.0 | 4:99877007:ASPIRIN BOLUSES (product):1.0 | 5:99878002:ASPIRIN TABLETS PRODUCT (product):1.0 | 6:134394002:Aspirin not indicated (situation):1.0 | 7:135800003:Aspirin indicated (situation):1.0 | 8:151190005:Over the counter aspirin therapy (procedure):1.0 | 9:151215005:Salicylate prophylaxis &/or aspirin IHD (procedure):1.0 | 10:182909007:Over the counter aspirin therapy (procedure):1.0
t1_row_04,action,Medication,Use of anticoagulation,260678004,Use of anticoagulation (attribute),260678004,Use of anticoagulation (attribute),1,1,,,,,,,1,1:260678004:Use of anticoagulation (attribute):1.0,1:260678004:Use of anticoagulation (attribute):1.0 | 2:865985007:Planned stop date for anticoagulation therapy (observable entity):0.6470588235294118 | 3:413559006:Anticoagulation declined (situation):0.6370588235294119 | 4:440678006:Seen in hospital anticoagulation clinic (finding):0.6370588235294118 | 5:467650001:Citrate anticoagulation solution (physical object):0.6370588235294118 | 6:439021005:Seen in community anticoagulation clinic (finding):0.6370588235294118 | 7:52659007:Vitamin K restricted diet during anticoagulation therapy (finding):0.6320588235294118 | 8:413558003:Anticoagulation contraindicated (situation):0.6270588235294119 | 9:413561002:Anticoagulation not tolerated (situation):0.6170588235294119 | 10:413560001:Anticoagulation not indicated (situation):0.6170588235294119
t1_row_04,action,Medication,Oral,738956005,Oral (intended site),738956005,Oral (intended site),1,1,,,,,,,1,1:738956005:Oral (intended site):1.0,1:738956005:Oral (intended site):1.0 | 2:5935008:Uses oral contraception (finding):1.0 | 3:836005:Structure of oral region of face (body structure):1.0 | 4:3382006:Structure of rima oris (body structure):1.0 | 5:4496006:Special care of mouth (regime/therapy):1.0 | 6:4259004:Oral lapine papillomatosis (disorder):1.0 | 7:6121001:Focal epithelial hyperplasia of mouth (disorder):1.0 | 8:6764002:AIDS with leukoplakia of oral mucosa (tongue) (disorder):1.0 | 9:7443007:Insertion of oropharyngeal airway (procedure):1.0 | 10:8090002:Eosinophilic granuloma of oral mucosa (disorder):1.0
t1_row_04,action,Medication,Clopidogrel,386952008,Clopidogrel (substance),734972007,Clopidogrel besilate (substance),0,4,,,,,,,4,1:734972007:Clopidogrel besilate (substance):1.0 | 2:775314005:Product containing only clopidogrel (medicinal product):1.0 | 3:778817005:Product containing only clopidogrel in oral dose form (medicinal product form):1.0 | 4:386952008:Clopidogrel (substance):1.0,1:734972007:Clopidogrel besilate (substance):1.0 | 2:775314005:Product containing only clopidogrel (medicinal product):1.0 | 3:778817005:Product containing only clopidogrel in oral dose form (medicinal product form):1.0 | 4:386952008:Clopidogrel (substance):1.0 | 5:407571005:Clopidogrel not indicated (situation):1.0 | 6:407582002:Clopidogrel contraindicated (situation):1.0 | 7:407583007:Clopidogrel declined (situation):1.0 | 8:734471009:Clopidogrel hydrochloride (substance):1.0 | 9:714142006:Product containing clopidogrel in oral dose form (medicinal product form):1.0 | 10:1137312001:Product containing precisely clopidogrel (as clopidogrel hydrochloride) 75 milligram/1 each conventional release oral tablet (clinical drug):1.0
t1_row_05,condition,ClinicalCondition,Chronic ischemic heart disease,413838009,Chronic ischemic heart disease (disorder),413838009,Chronic ischemic heart disease (disorder),1,2,,,,,,,2,1:84537008:Chronic ischemic heart disease (disorder):1.0 | 2:413838009:Chronic ischemic heart disease (disorder):1.0,1:84537008:Chronic ischemic heart disease (disorder):1.0 | 2:413838009:Chronic ischemic heart disease (disorder):1.0 | 3:266290000:Heart disease: [arteriosclerotic] or [chronic ischaemic NOS] (disorder):1.0 | 4:155315001:Heart disease: [arteriosclerotic] or [chronic ischaemic NOS] (disorder):1.0 | 5:155318004:Chronic ischaemic heart disease NOS (disorder):1.0 | 6:266291001:Chronic ischemic heart disease NOS (disorder):1.0 | 7:194840000:Other chronic ischemic heart disease (disorder):1.0 | 8:194854008:Other chronic ischemic heart disease NOS (disorder):1.0 | 9:195544005:[X]Other forms of chronic ischemic heart disease (disorder):1.0 | 10:194851000:Other specified chronic ischemic heart disease (disorder):1.0
t1_row_05,condition,ClinicalCondition,Use of anticoagulation,260678004,Use of anticoagulation (attribute),260678004,Use of anticoagulation (attribute),1,1,rescue_override,,,,,,1,1:260678004:Use of anticoagulation (attribute):1.0,1:260678004:Use of anticoagulation (attribute):1.0
t1_row_05,condition,ClinicalCondition,Indication of,230165009,Indication of (contextual qualifier) (qualifier value),230165009,Indication of (contextual qualifier) (qualifier value),1,1,rescue_override,,,,,,1,1:230165009:Indication of (contextual qualifier) (qualifier value):1.0,1:230165009:Indication of (contextual qualifier) (qualifier value):1.0
t1_row_05,condition,Procedure,Percutaneous coronary revascularization,415070008,Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure),415070008,Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure),1,1,rescue_override,,,,,,1,1:415070008:Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure):1.0,1:415070008:Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure):1.0
t1_row_05,condition,ClinicalCondition,Finding of increased risk level,1255670000,Finding of increased risk level (finding),1255670000,Finding of increased risk level (finding),1,1,,,,,,,1,1:1255670000:Finding of increased risk level (finding):1.0,1:1255670000:Finding of increased risk level (finding):1.0 | 2:45704003:At increased risk for noncompliance (finding):0.8455843024229515 | 3:42427004:At increased risk for suffocation (finding):0.8022448979591834 | 4:78648007:At increased risk for infection (finding):0.8022448979591834 | 5:39623008:At increased risk for poisoning injury (finding):0.7922448979591834 | 6:8317005:At increased risk for deficient parenting (finding):0.7922448979591834 | 7:38369006:At increased risk for cognitive impairment (finding):0.7922448979591834 | 8:70693003:At increased risk for impaired skin integrity (finding):0.7922448979591834 | 9:50048006:At increased risk for deficient fluid volume (finding):0.7872448979591834 | 10:41775005:At increased risk for impaired home maintenance management (finding):0.7872448979591834
t1_row_05,condition,ClinicalCondition,Ischemic stroke,422504002,Ischemic stroke (disorder),422504002,Ischemic stroke (disorder),1,1,,,,,,,1,1:422504002:Ischemic stroke (disorder):1.0,1:422504002:Ischemic stroke (disorder):1.0 | 2:140911000119109:Ischemic stroke with coma (disorder):1.0 | 3:140921000119102:Ischemic stroke without coma (disorder):1.0 | 4:16896891000119106:History of cerebrovascular accident due to ischemia (situation):1.0 | 5:16891111000119104:Cryptogenic stroke (disorder):1.0 | 6:762005171000119101:Acute cerebrovascular accident due to ischemia (disorder):1.0 | 7:1142056004:Neonatal ischemic stroke (disorder):1.0 | 8:1197363004:Pediatric arterial ischemic stroke (disorder):1.0 | 9:16469931000119100:Fatigue due to and following ischemic cerebrovascular accident (disorder):1.0 | 10:230706003:Hemorrhagic cerebral infarction (disorder):1.0
t1_row_05,condition,ClinicalCondition,At high risk for bleeding,711536002,At high risk for bleeding (finding),711536002,At high risk for bleeding (finding),1,1,,,,,,,1,1:711536002:At high risk for bleeding (finding):1.0,1:711536002:At high risk for bleeding (finding):1.0 | 2:15508007:High risk of (contextual qualifier) (qualifier value):0.7049382716049383 | 3:102947004:High risk sexual behavior (finding):0.5376543209876543 | 4:47200007:High risk pregnancy (finding):0.5376543209876543 | 5:123104003:High risk of (qualifier value):0.5276543209876543 | 6:138911008:H/O: high risk medication (situation):0.4976543209876543 | 7:138919005:H/O: high risk medication NOS (situation):0.4976543209876543 | 8:23154005:Diastolic arterial pressure above reference range (finding):0.36839506172839503 | 9:18050000:Systolic arterial pressure above reference range (finding):0.36839506172839503 | 10:3947004:High oxygen affinity hemoglobin polycythemia (disorder):0.36839506172839503
t1_row_05,condition,ClinicalCondition,Coronary artery stent thrombosis,421327009,Coronary artery stent thrombosis (disorder),421327009,Coronary artery stent thrombosis (disorder),1,1,,,,,,,1,1:421327009:Coronary artery stent thrombosis (disorder):1.0,1:421327009:Coronary artery stent thrombosis (disorder):1.0 | 2:10365005:Right main coronary artery thrombosis (disorder):0.7382926829268293 | 3:28248000:Left anterior descending coronary artery thrombosis (disorder):0.7282926829268292 | 4:36969009:Placement of stent in coronary artery (procedure):0.6460975609756097 | 5:8957000:Coronary artery disease (disorder):0.5004878048780488 | 6:41801008:Coronary artery structure (body structure):0.4904878048780488 | 7:41702007:Coronary atherosclerosis (disorder):0.4204878048780488 | 8:53741008:Coronary arteriosclerosis (disorder):0.4204878048780488 | 9:50018008:Left coronary artery structure (body structure):0.3904878048780488 | 10:23687008:Coronary artery spasm (disorder):0.38493224932249315
t1_row_05,action,Medication,Rivaroxaban,442031002,Rivaroxaban (substance),442031002,Rivaroxaban (substance),1,1,,,,,,,1,1:442031002:Rivaroxaban (substance):1.0,1:442031002:Rivaroxaban (substance):1.0 | 2:1335906002:Rivaroxaban therapy (procedure):1.0 | 3:704472001:Product containing precisely rivaroxaban 10 milligram/1 each conventional release oral tablet (clinical drug):1.0 | 4:704473006:Product containing precisely rivaroxaban 15 milligram/1 each conventional release oral tablet (clinical drug):1.0 | 5:704474000:Product containing precisely rivaroxaban 20 milligram/1 each conventional release oral tablet (clinical drug):1.0 | 6:704475004:Product containing precisely rivaroxaban 2.5 milligram/1 each conventional release oral tablet (clinical drug):1.0 | 7:777455008:Product containing only rivaroxaban (medicinal product):1.0 | 8:768150008:Product containing rivaroxaban in oral dose form (medicinal product form):1.0 | 9:442539005:Product containing rivaroxaban (medicinal product):1.0 | 10:780387003:Product containing only rivaroxaban in oral dose form (medicinal product form):1.0
t1_row_06,condition,ClinicalCondition,Chronic ischemic heart disease,413838009,Chronic ischemic heart disease (disorder),413838009,Chronic ischemic heart disease (disorder),1,2,,,,,,,2,1:84537008:Chronic ischemic heart disease (disorder):1.0 | 2:413838009:Chronic ischemic heart disease (disorder):1.0,1:84537008:Chronic ischemic heart disease (disorder):1.0 | 2:413838009:Chronic ischemic heart disease (disorder):1.0 | 3:266290000:Heart disease: [arteriosclerotic] or [chronic ischaemic NOS] (disorder):1.0 | 4:155315001:Heart disease: [arteriosclerotic] or [chronic ischaemic NOS] (disorder):1.0 | 5:155318004:Chronic ischaemic heart disease NOS (disorder):1.0 | 6:266291001:Chronic ischemic heart disease NOS (disorder):1.0 | 7:194840000:Other chronic ischemic heart disease (disorder):1.0 | 8:194854008:Other chronic ischemic heart disease NOS (disorder):1.0 | 9:195544005:[X]Other forms of chronic ischemic heart disease (disorder):1.0 | 10:194851000:Other specified chronic ischemic heart disease (disorder):1.0
t1_row_06,condition,ClinicalCondition,Use of anticoagulation,260678004,Use of anticoagulation (attribute),260678004,Use of anticoagulation (attribute),1,1,rescue_override,,,,,,1,1:260678004:Use of anticoagulation (attribute):1.0,1:260678004:Use of anticoagulation (attribute):1.0
t1_row_06,condition,ClinicalCondition,Indication of,230165009,Indication of (contextual qualifier) (qualifier value),230165009,Indication of (contextual qualifier) (qualifier value),1,1,rescue_override,,,,,,1,1:230165009:Indication of (contextual qualifier) (qualifier value):1.0,1:230165009:Indication of (contextual qualifier) (qualifier value):1.0
t1_row_06,condition,Procedure,Percutaneous coronary revascularization,415070008,Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure),415070008,Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure),1,1,rescue_override,,,,,,1,1:415070008:Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure):1.0,1:415070008:Percutaneous transluminal coronary intervention using imaging guidance with contrast (procedure):1.0
t1_row_06,condition,Medication,Indirect acting anticoagulant,419847008,Indirect acting anticoagulant (substance),419847008,Indirect acting anticoagulant (substance),1,2,,,,,,,2,1:350471004:Indirect acting anticoagulant (product):1.0 | 2:419847008:Indirect acting anticoagulant (substance):1.0,1:350471004:Indirect acting anticoagulant (product):1.0 | 2:419847008:Indirect acting anticoagulant (substance):1.0 | 3:294878002:Allergy to indirect acting anticoagulant (finding):1.0 | 4:293341000:Indirect acting anticoagulant adverse reaction (disorder):1.0 | 5:81839001:Medicinal product acting as anticoagulant agent (product):0.7392083333333334 | 6:255541007:Indirect (qualifier value):0.3158704733058182 | 7:287277008:Indirect heart revascularization (procedure):0.2847916666666667 | 8:185323008:Indirect encounter NOS (finding):0.2847916666666667 | 9:37852002:Indirect reacting bilirubin (substance):0.2797916666666667 | 10:165774008:Indirect Coombs test negative (finding):0.2747916666666667
